query,label,score
I wanna know the Cost of Goods Sold (COGS) for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Cost of Goods Sold (COGS) for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Cost of Goods Sold (COGS) for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Tell me the Gross Profit last yr?,Gross Profit can be defined as Revenue - COGS.,1
Tell me the Gross Profit last yr?,Share Capital can be defined as Funds raised by issuing shares.,0
Tell me the Gross Profit last yr?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Tell me the Gross Profit last yr?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Operating Expenses for the last quarter.,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1
I wanna know the Operating Expenses for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Operating Expenses for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Operating Expenses for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Operating Profit (EBIT) figure for last quater?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1
Give me Operating Profit (EBIT) figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Operating Profit (EBIT) figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Give me Operating Profit (EBIT) figure for last quater?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
What's was the EBITDA last quarter?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1
What's was the EBITDA last quarter?,Share Capital can be defined as Funds raised by issuing shares.,0
What's was the EBITDA last quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
What's was the EBITDA last quarter?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
I wanna know the Net Profit (PAT) for the last quarter.,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1
I wanna know the Net Profit (PAT) for the last quarter.,Share Capital can be defined as Funds raised by issuing shares.,0
I wanna know the Net Profit (PAT) for the last quarter.,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
I wanna know the Net Profit (PAT) for the last quarter.,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Can you pls tel me Earnings Per Share (EPS) from last year?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1
Can you pls tel me Earnings Per Share (EPS) from last year?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,1
Can you pls tel me Earnings Per Share (EPS) from last year?,Share Capital can be defined as Funds raised by issuing shares.,0
Can you pls tel me Earnings Per Share (EPS) from last year?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
Can you pls tel me Earnings Per Share (EPS) from last year?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0
Give me Operating Cash Flow figure for last quater?,Operating Cash Flow can be defined as Cash generated from core business operations.,1
Give me Operating Cash Flow figure for last quater?,Share Capital can be defined as Funds raised by issuing shares.,0
Give me Operating Cash Flow figure for last quater?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0
